contact_uuid,first_name,last_name,source,language_code,decision,country,region,state,messages,topic
997d4aa4-588d-4158-8a61-61384b7796a4,Имя_81,Фамилия_50,GMO,ru,I do not want to follow Jesus,Россия,Алматы,Московская область,"Как мне изменить свою жизнь через веру? Я хочу следовать Божьему пути, но не знаю, с чего начать, чтобы жить согласно Его воле и преодолеть свои старые привычки.",General
a3abc277-6fc2-473a-bb37-3672216d7633,Имя_99,Фамилия_4,GMO,ru,Christian - grow in my faith,Украина,Минск,Минская область,"Я хочу укрепить свою веру, но не знаю, с чего начать. Какие шаги мне нужно предпринять?",General
7a927eaf-16c3-49b3-8a89-697470c2e4dd,Имя_1,Фамилия_39,GMO,ru,Christian - grow in my faith,Беларусь,Киев,Московская область,"Как мне справляться с депрессией и тревогой, если я не могу найти поддержку среди близких?",Crisis
70852f83-1fdc-43fd-a1fb-c9043e07a1aa,Имя_17,Фамилия_67,GMO,ru,I do not want to follow Jesus,Беларусь,Москва,Алматинская область,"Как мне поддерживать отношения с Богом, если я потерял всякую надежду?",Spiritual Warfare
9085f699-01a4-4b0e-9d99-3507ceff1e50,Имя_89,Фамилия_29,GMO,ru,I do not want to follow Jesus,Казахстан,Минск,Киевская область,"Как мне помочь другу, который страдает от алкогольной зависимости?",Alcoholism and Drug Addiction
d1175b90-96cd-4b42-8f87-60ba0e07a371,Имя_49,Фамилия_96,GMO,ru,I do not want to follow Jesus,Казахстан,Минск,Алматинская область,"Может ли молитва изменить мою жизнь, если я борюсь с наркотической зависимостью?",Alcoholism and Drug Addiction
233a5271-00b1-4083-ab30-a21deca63bb9,Имя_40,Фамилия_93,GMO,ru,Christian - grow in my faith,Казахстан,Минск,Киевская область,Как мне выйти из порочного круга зависимости и восстановить свою веру?,Alcoholism and Drug Addiction
535a8c35-e4fb-4274-a3b0-f538323b09dd,Имя_86,Фамилия_45,GMO,ru,I just decided to follow Jesus,Беларусь,Минск,Московская область,"Я хочу найти смысл жизни. Как мне понять, что Бог действительно ведет меня по правильному пути?",General
8a49f4da-6216-4ab0-8e73-69d7991540bc,Имя_25,Фамилия_9,GMO,ru,I do not want to follow Jesus,Казахстан,Алматы,Алматинская область,"Что делать, если я чувствую, что теряю свою веру?",General
a001d392-0fb3-462b-81d1-65aa63169b0a,Имя_49,Фамилия_59,GMO,ru,I just decided to follow Jesus,Беларусь,Алматы,Алматинская область,"Как мне молиться, если я не чувствую присутствия Бога в своей жизни?",Spiritual Warfare
bdc4eacf-1e6f-4877-a854-1913e90a84bc,Имя_31,Фамилия_29,GMO,ru,I just decided to follow Jesus,Украина,Москва,Киевская область,"Как мне укрепить свой брак, если моя вторая половинка отдаляется от Бога?",Family and Marriage
d262dfc6-4f35-435b-a52c-8644b74d4b06,Имя_73,Фамилия_30,GMO,ru,I just decided to follow Jesus,Беларусь,Киев,Киевская область,Как мне научиться прощать себя за ошибки прошлого и двигаться вперед?,Crisis
3d60e502-5855-4c65-bcfb-7aeb702383e0,Имя_10,Фамилия_24,GMO,ru,I just decided to follow Jesus,Беларусь,Минск,Минская область,Как мне вернуть радость и надежду в свою жизнь после тяжелого периода?,Crisis
0c639185-56cf-4c20-a3f5-83aa82dca8f6,Имя_74,Фамилия_43,GMO,ru,I just decided to follow Jesus,Казахстан,Москва,Минская область,"Как мне найти Бога, если я не уверен, что Он вообще существует?",General
8d97bfcb-6d4e-40f0-b7ae-397df3673428,Имя_100,Фамилия_30,GMO,ru,I just decided to follow Jesus,Казахстан,Минск,Алматинская область,"Я хочу больше узнать о Библии, с чего мне начать?",General
3e72eb3c-3843-4774-8529-c66ea5411ee6,Имя_20,Фамилия_40,GMO,ru,I am not sure about Jesus,Казахстан,Киев,Алматинская область,Как мне преодолеть страх перед будущим и довериться Божьему промыслу?,Crisis
7c43db7e-a6ef-4fbd-b98f-880e4df48237,Имя_45,Фамилия_3,GMO,ru,I am not sure about Jesus,Казахстан,Киев,Московская область,"Что делать, если мне кажется, что Бог не отвечает на мои молитвы?",Spiritual Warfare
8efc2e0f-b03e-4337-b699-e366db72aa21,Имя_5,Фамилия_48,GMO,ru,I am not sure about Jesus,Украина,Киев,Киевская область,Как мне найти Божью любовь и обрести мир в сердце?,General
9a0dd503-c3f4-4eea-8824-f53492f7fc6a,Имя_9,Фамилия_92,GMO,ru,I want to come back to Jesus,Беларусь,Алматы,Киевская область,Как мне примириться с Богом после долгих лет без веры?,Crisis
722fbaa6-eae6-4d68-ad13-6c3e56dbc014,Имя_33,Фамилия_52,GMO,ru,I do not want to follow Jesus,Украина,Киев,Московская область,"Как мне научиться доверять Богу, когда кажется, что всё рушится?",Crisis
370d9a81-7288-459a-a0aa-5c2f99387e7e,Имя_82,Фамилия_61,GMO,ru,I want to come back to Jesus,Россия,Москва,Минская область,Как мне перестать бояться осуждения за свою веру?,General
1c891d75-3dc9-486e-80fe-e189ba684158,Имя_76,Фамилия_44,GMO,ru,Christian - grow in my faith,Украина,Минск,Алматинская область,"Как мне не потерять веру, если мои друзья и близкие меня осуждают?",General
753901ca-d1fb-4b3e-b747-52e0181abdaf,Имя_48,Фамилия_58,GMO,ru,I do not want to follow Jesus,Беларусь,Минск,Алматинская область,Как мне найти поддержку среди христиан?,General
b27ed4d6-52c2-497b-a54d-a8dc9d972f36,Имя_24,Фамилия_45,GMO,ru,I just decided to follow Jesus,Россия,Минск,Алматинская область,Как бороться с искушениями в повседневной жизни?,General
1d39ed7b-d6c3-4354-897c-92f6170844af,Имя_99,Фамилия_67,GMO,ru,I do not want to follow Jesus,Беларусь,Минск,Киевская область,Как мне преодолеть страх перед будущим?,General
012e6330-a624-4c8d-a659-f3cd0bb14937,Имя_83,Фамилия_35,GMO,ru,I do not want to follow Jesus,Украина,Москва,Московская область,Как мне стать ближе к церкви и христианскому сообществу?,General
885367e7-4f2b-4358-8cd8-aba0c9e48e20,Имя_63,Фамилия_97,GMO,ru,I want to come back to Jesus,Россия,Минск,Минская область,Молитва помогает в духовной борьбе?,Spiritual Warfare
6f311d5c-4989-4ac1-965f-59ebf8f49732,Имя_91,Фамилия_40,GMO,ru,I just decided to follow Jesus,Россия,Алматы,Киевская область,"Как мне понять, что Бог меня слышит?",Spiritual Warfare
8ff39929-46dd-46c2-809d-9a0043994842,Имя_18,Фамилия_26,GMO,ru,I want to come back to Jesus,Украина,Москва,Алматинская область,"Как мне укрепить свою веру в трудные времена и справляться с сомнениями, когда мне кажется, что Бог меня не слышит?",General
1479a27a-31da-43a5-9e3e-5ef5457865b7,Имя_75,Фамилия_51,GMO,ru,I want to come back to Jesus,Украина,Киев,Московская область,"Я потерял работу и не знаю, как дальше жить. Как мне найти покой в вере и довериться Божьему плану?",Crisis
b41c148b-a08f-477d-8eaf-ed8f713e6a63,Имя_59,Фамилия_39,GMO,ru,I just decided to follow Jesus,Казахстан,Алматы,Минская область,"Что делать, если мой супруг не верит в Бога, а я хочу, чтобы наша семья следовала христианским ценностям?",Family and Marriage
88178b54-181e-467e-a83d-fa05b16b8f13,Имя_89,Фамилия_77,GMO,ru,I just decided to follow Jesus,Украина,Алматы,Минская область,"Почему Бог допускает страдания в мире, если Он всемогущ? Мне трудно понять, и я ищу ответы в вере.",Crisis
75af4fc3-3474-45df-be70-7a2f9a588705,Имя_59,Фамилия_77,GMO,ru,Christian - grow in my faith,Россия,Москва,Минская область,"Как бороться с негативными мыслями и депрессией? Мне кажется, что я одинок в этом мире, но хочу найти путь к Богу.",Crisis
0daaf61d-3a69-4cd4-a5f7-72c8d295931e,Имя_40,Фамилия_82,GMO,ru,I just decided to follow Jesus,Украина,Минск,Московская область,"Я был христианином, но теперь не уверен. Я испытываю сильные сомнения и задаю себе вопросы, которые раньше никогда не возникали. Как мне найти уверенность в вере снова и понять, что Бог по-прежнему со мной, несмотря на мои сомнения?",Crisis
cb0cdfc0-5a7b-49c4-ac05-068413d9982e,Имя_57,Фамилия_99,GMO,ru,Christian - grow in my faith,Казахстан,Киев,Московская область,"Как мне наладить отношения с женой, если мы постоянно ссоримся из-за различий в наших убеждениях? Я хочу, чтобы наша семья была построена на христианских ценностях, но чувствую, что мы всё дальше отдаляемся друг от друга.",Family and Marriage
c670faa5-37e4-4531-9f14-180e502b1987,Имя_20,Фамилия_96,GMO,ru,I just decided to follow Jesus,Украина,Москва,Минская область,"Как мне справляться с духовными атаками и чувствовать себя защищённым? Иногда мне кажется, что весь мир против меня, и я не знаю, как найти силу внутри себя, чтобы оставаться верным своей вере и Богу.",Spiritual Warfare
9a8d0156-09b2-4e57-872e-235f6f146002,Имя_54,Фамилия_52,GMO,ru,I do not want to follow Jesus,Украина,Минск,Московская область,"Я много грешил в прошлом, и мне кажется, что я недостоин Божьей любви. Возможно ли для меня прощение, и как мне понять, что Бог действительно прощает меня?",Crisis
292c30aa-41f2-4f1e-900f-8bc48f1378e1,Имя_73,Фамилия_65,GMO,ru,I am not sure about Jesus,Россия,Минск,Московская область,"Как мне изменить свою жизнь через веру? Я хочу следовать Божьему пути, но не знаю, с чего начать, чтобы жить согласно Его воле и преодолеть свои старые привычки.",General
dd2f8ea4-2901-43ad-98b2-70421db822b7,Имя_96,Фамилия_50,GMO,ru,I want to come back to Jesus,Беларусь,Москва,Киевская область,"Я хочу укрепить свою веру, но не знаю, с чего начать. Какие шаги мне нужно предпринять?",General
aafe58d5-0e3f-4ac6-bea4-f2bb548b36b4,Имя_83,Фамилия_85,GMO,ru,Christian - grow in my faith,Украина,Минск,Московская область,"Как мне справляться с депрессией и тревогой, если я не могу найти поддержку среди близких?",Crisis
5f54e740-f08d-49f8-a028-2bc61fa5b48c,Имя_37,Фамилия_42,GMO,ru,I am not sure about Jesus,Беларусь,Киев,Московская область,"Как мне поддерживать отношения с Богом, если я потерял всякую надежду?",Spiritual Warfare
1a774bad-16af-4b8e-83c6-640bf7dfde4a,Имя_64,Фамилия_4,GMO,ru,I am not sure about Jesus,Беларусь,Москва,Московская область,"Как мне помочь другу, который страдает от алкогольной зависимости?",Alcoholism and Drug Addiction
ac8aee30-bdea-4fb4-8c5e-18216d2be1fa,Имя_55,Фамилия_94,GMO,ru,I just decided to follow Jesus,Украина,Алматы,Московская область,"Может ли молитва изменить мою жизнь, если я борюсь с наркотической зависимостью?",Alcoholism and Drug Addiction
2dd50551-2f7d-475a-b95c-e980e54d72bf,Имя_48,Фамилия_88,GMO,ru,I want to come back to Jesus,Россия,Алматы,Алматинская область,Как мне выйти из порочного круга зависимости и восстановить свою веру?,Alcoholism and Drug Addiction
a83ff767-43f5-4478-8395-e3ff52f0cd6c,Имя_67,Фамилия_82,GMO,ru,Christian - grow in my faith,Казахстан,Киев,Алматинская область,"Я хочу найти смысл жизни. Как мне понять, что Бог действительно ведет меня по правильному пути?",General
4ab8544d-9d87-4e05-a218-4ef4919a7950,Имя_12,Фамилия_8,GMO,ru,I am not sure about Jesus,Украина,Киев,Минская область,"Что делать, если я чувствую, что теряю свою веру?",General
b7472acf-7e25-47df-a7a4-297a36abc28c,Имя_88,Фамилия_43,GMO,ru,I do not want to follow Jesus,Беларусь,Минск,Московская область,"Как мне молиться, если я не чувствую присутствия Бога в своей жизни?",Spiritual Warfare
5a4c9086-5a37-4828-b4c3-2c0a5b0bc786,Имя_52,Фамилия_87,GMO,ru,I want to come back to Jesus,Россия,Москва,Московская область,"Как мне укрепить свой брак, если моя вторая половинка отдаляется от Бога?",Family and Marriage
5f97a665-3d07-49a0-869f-cc762dfe8412,Имя_2,Фамилия_40,GMO,ru,I want to come back to Jesus,Казахстан,Минск,Алматинская область,Как мне научиться прощать себя за ошибки прошлого и двигаться вперед?,Crisis
b55a4d59-9f70-4347-ac2d-e1c991d52094,Имя_83,Фамилия_42,GMO,ru,I am not sure about Jesus,Украина,Алматы,Алматинская область,Как мне вернуть радость и надежду в свою жизнь после тяжелого периода?,Crisis
2906c334-52c5-43a5-8de0-6e025c7ca316,Имя_70,Фамилия_50,GMO,ru,I just decided to follow Jesus,Украина,Киев,Алматинская область,"Как мне найти Бога, если я не уверен, что Он вообще существует?",General
2a191f2e-c0c6-47b1-a572-ceffdf2860f2,Имя_22,Фамилия_38,GMO,ru,I am not sure about Jesus,Беларусь,Алматы,Алматинская область,"Я хочу больше узнать о Библии, с чего мне начать?",General
a8a322d5-085b-40e5-a577-00db28c7a574,Имя_86,Фамилия_71,GMO,ru,Christian - grow in my faith,Россия,Минск,Алматинская область,Как мне преодолеть страх перед будущим и довериться Божьему промыслу?,Crisis
d5d86c17-59c9-498f-a9a6-8fc61f2cd095,Имя_6,Фамилия_20,GMO,ru,I just decided to follow Jesus,Россия,Минск,Минская область,"Что делать, если мне кажется, что Бог не отвечает на мои молитвы?",Spiritual Warfare
af113460-1238-4f81-9240-fb5c9f360636,Имя_7,Фамилия_4,GMO,ru,I just decided to follow Jesus,Украина,Минск,Московская область,Как мне найти Божью любовь и обрести мир в сердце?,General
66ffaca4-7d9d-434a-9b57-ffa3d7b3aa32,Имя_64,Фамилия_99,GMO,ru,I do not want to follow Jesus,Казахстан,Алматы,Минская область,Как мне примириться с Богом после долгих лет без веры?,Crisis
d914590d-858a-4c1d-9c33-026fd44eb69e,Имя_14,Фамилия_96,GMO,ru,I do not want to follow Jesus,Беларусь,Москва,Московская область,"Как мне научиться доверять Богу, когда кажется, что всё рушится?",Crisis
381a99a0-72e5-4d43-af02-69dfdfc07790,Имя_21,Фамилия_77,GMO,ru,I want to come back to Jesus,Россия,Минск,Киевская область,Как мне перестать бояться осуждения за свою веру?,General
62ade480-c9d4-40ae-9427-9f4ea6eb5af6,Имя_69,Фамилия_38,GMO,ru,I do not want to follow Jesus,Россия,Минск,Алматинская область,"Как мне не потерять веру, если мои друзья и близкие меня осуждают?",General
440c7499-2f3d-4d0a-a2fb-ae29f61879f7,Имя_15,Фамилия_39,GMO,ru,I just decided to follow Jesus,Украина,Минск,Алматинская область,Как мне найти поддержку среди христиан?,General
58be2018-71fb-4f3a-9695-ab7fba73961c,Имя_13,Фамилия_80,GMO,ru,I want to come back to Jesus,Украина,Киев,Киевская область,Как бороться с искушениями в повседневной жизни?,General
84f05b5d-be00-47fa-97b9-00eb70208269,Имя_74,Фамилия_44,GMO,ru,I just decided to follow Jesus,Беларусь,Алматы,Минская область,Как мне преодолеть страх перед будущим?,General
62fe181c-281d-40ab-a4a9-830ff857e28f,Имя_23,Фамилия_81,GMO,ru,Christian - grow in my faith,Украина,Киев,Киевская область,Как мне стать ближе к церкви и христианскому сообществу?,General
5aa52bec-7c8f-4679-8584-99505b517f4c,Имя_64,Фамилия_73,GMO,ru,Christian - grow in my faith,Украина,Алматы,Минская область,Молитва помогает в духовной борьбе?,Spiritual Warfare
bf0661d8-8934-4a16-b414-41c06e91b849,Имя_5,Фамилия_34,GMO,ru,I do not want to follow Jesus,Украина,Киев,Киевская область,"Как мне понять, что Бог меня слышит?",Spiritual Warfare
b4ae2d21-71e1-47d7-ae99-ba5acf075214,Имя_76,Фамилия_72,GMO,ru,I do not want to follow Jesus,Украина,Москва,Алматинская область,"Как мне укрепить свою веру в трудные времена и справляться с сомнениями, когда мне кажется, что Бог меня не слышит?",General
1926a080-8591-42c6-a791-7c03e5338669,Имя_6,Фамилия_68,GMO,ru,I just decided to follow Jesus,Россия,Алматы,Алматинская область,"Я потерял работу и не знаю, как дальше жить. Как мне найти покой в вере и довериться Божьему плану?",Crisis
4aea348b-837d-4c73-afc3-a8c5e3ee4e95,Имя_48,Фамилия_60,GMO,ru,I want to come back to Jesus,Россия,Минск,Московская область,"Что делать, если мой супруг не верит в Бога, а я хочу, чтобы наша семья следовала христианским ценностям?",Family and Marriage
7601141d-9290-4cd7-afcd-d423a050f576,Имя_84,Фамилия_96,GMO,ru,I just decided to follow Jesus,Россия,Алматы,Алматинская область,"Почему Бог допускает страдания в мире, если Он всемогущ? Мне трудно понять, и я ищу ответы в вере.",Crisis
5aa91391-ad44-4875-95c2-1f419864f0cc,Имя_63,Фамилия_78,GMO,ru,I do not want to follow Jesus,Россия,Москва,Минская область,"Как бороться с негативными мыслями и депрессией? Мне кажется, что я одинок в этом мире, но хочу найти путь к Богу.",Crisis
449230c3-0b48-4daf-a348-54995e4b3879,Имя_76,Фамилия_2,GMO,ru,I just decided to follow Jesus,Казахстан,Минск,Киевская область,"Я был христианином, но теперь не уверен. Я испытываю сильные сомнения и задаю себе вопросы, которые раньше никогда не возникали. Как мне найти уверенность в вере снова и понять, что Бог по-прежнему со мной, несмотря на мои сомнения?",Crisis
bafd0d3a-182c-49a8-b9c3-8c5153b182aa,Имя_23,Фамилия_25,GMO,ru,I just decided to follow Jesus,Беларусь,Москва,Минская область,"Как мне наладить отношения с женой, если мы постоянно ссоримся из-за различий в наших убеждениях? Я хочу, чтобы наша семья была построена на христианских ценностях, но чувствую, что мы всё дальше отдаляемся друг от друга.",Family and Marriage
3f3f3d3e-4d02-41f2-a4ed-692c58e75f7c,Имя_83,Фамилия_13,GMO,ru,I want to come back to Jesus,Россия,Минск,Минская область,"Как мне справляться с духовными атаками и чувствовать себя защищённым? Иногда мне кажется, что весь мир против меня, и я не знаю, как найти силу внутри себя, чтобы оставаться верным своей вере и Богу.",Spiritual Warfare
e4e6248a-e74e-43d8-994f-1a7de38092f2,Имя_90,Фамилия_12,GMO,ru,I do not want to follow Jesus,Россия,Киев,Минская область,"Я много грешил в прошлом, и мне кажется, что я недостоин Божьей любви. Возможно ли для меня прощение, и как мне понять, что Бог действительно прощает меня?",Crisis
1e3e9de6-1a54-4da5-8cad-e3e45841a4cc,Имя_16,Фамилия_48,GMO,ru,I do not want to follow Jesus,Казахстан,Москва,Алматинская область,"Как мне изменить свою жизнь через веру? Я хочу следовать Божьему пути, но не знаю, с чего начать, чтобы жить согласно Его воле и преодолеть свои старые привычки.",General
1d796ac3-8c84-47a1-ad04-6bd6090029b1,Имя_9,Фамилия_99,GMO,ru,Christian - grow in my faith,Россия,Минск,Московская область,"Я хочу укрепить свою веру, но не знаю, с чего начать. Какие шаги мне нужно предпринять?",General
5701c246-b2b8-456e-9cf6-a5bf79d0afef,Имя_26,Фамилия_87,GMO,ru,I want to come back to Jesus,Украина,Киев,Московская область,"Как мне справляться с депрессией и тревогой, если я не могу найти поддержку среди близких?",Crisis
20d11e99-5734-4796-8cc6-65f1254aa6fb,Имя_48,Фамилия_37,GMO,ru,I am not sure about Jesus,Украина,Киев,Алматинская область,"Как мне поддерживать отношения с Богом, если я потерял всякую надежду?",Spiritual Warfare
dc7760e4-58de-4727-abc0-319af7d4deee,Имя_39,Фамилия_20,GMO,ru,I want to come back to Jesus,Россия,Киев,Минская область,"Как мне помочь другу, который страдает от алкогольной зависимости?",Alcoholism and Drug Addiction
774e8c08-cdfa-472b-9bd5-de77aa3b66e5,Имя_3,Фамилия_82,GMO,ru,I am not sure about Jesus,Украина,Минск,Минская область,"Может ли молитва изменить мою жизнь, если я борюсь с наркотической зависимостью?",Alcoholism and Drug Addiction
f6e84155-67e1-4284-abe6-ff13bcfa1271,Имя_18,Фамилия_21,GMO,ru,I just decided to follow Jesus,Беларусь,Минск,Алматинская область,Как мне выйти из порочного круга зависимости и восстановить свою веру?,Alcoholism and Drug Addiction
86eb6484-12c0-483a-9d63-3e316052e7a6,Имя_30,Фамилия_24,GMO,ru,I do not want to follow Jesus,Казахстан,Москва,Московская область,"Я хочу найти смысл жизни. Как мне понять, что Бог действительно ведет меня по правильному пути?",General
21903def-071b-439a-8e19-e0a1f28ab5d5,Имя_61,Фамилия_88,GMO,ru,I do not want to follow Jesus,Россия,Москва,Минская область,"Что делать, если я чувствую, что теряю свою веру?",General
56bc1f51-de69-4b9b-a86a-9270f63f8981,Имя_74,Фамилия_65,GMO,ru,I am not sure about Jesus,Украина,Алматы,Киевская область,"Как мне молиться, если я не чувствую присутствия Бога в своей жизни?",Spiritual Warfare
e4dce73d-8675-4f7e-ae3e-3ca48e401316,Имя_41,Фамилия_87,GMO,ru,Christian - grow in my faith,Украина,Киев,Минская область,"Как мне укрепить свой брак, если моя вторая половинка отдаляется от Бога?",Family and Marriage
